frame,status,missed,candidate_count,gate_radius,err_to_gt,est_x,est_y,gt_occluded,gt_x,gt_y,meas_err_to_gt,meas_x,meas_y,pred_x,pred_y,raw_meas_x,raw_meas_y,reacquire_pending,reacquire_pending_count,reacquire_pending_x,reacquire_pending_y
131,TRACKED,0,1,15.0,2.2598005609263825,395.5444030761719,498.78131103515625,False,394.0,497.1316087245941,2.030392740975731,395.5,498.5,395.6096496582031,499.19488525390625,395.5,498.5,False,0,,
132,TRACKED,0,1,15.0,2.0384092555932725,397.37652587890625,498.5060729980469,False,396.0,497.0026473104954,2.11944923901629,397.5,498.5,397.2185363769531,498.51385498046875,397.5,498.5,False,0,,
133,TRACKED,0,1,15.0,1.7380110372083784,399.32635498046875,498.3827819824219,False,398.0,497.2596324682236,1.9464099295588144,399.5,498.5,399.1085510253906,498.23577880859375,399.5,498.5,False,0,,
134,TRACKED,0,1,15.0,2.0605354035750336,401.3410339355469,498.3531188964844,False,400.0,496.78869116306305,2.2756489042421504,401.5,498.5,401.1408386230469,498.1681213378906,401.5,498.5,False,0,,
135,TRACKED,0,1,15.0,2.109437017805384,402.5445861816406,497.8134460449219,False,401.0,496.3767908811569,1.503861271744254,402.0,497.5,403.2317810058594,498.2089538574219,402.0,497.5,False,0,,
136,TRACKED,0,1,15.0,2.1320017184067552,404.0770568847656,497.5083923339844,False,403.0,495.66845217347145,2.0867600343262884,404.0,497.5,404.17413330078125,497.5189514160156,404.0,497.5,False,0,,
137,TRACKED,0,1,15.0,1.8679974370097412,406.1322326660156,497.3714599609375,False,405.0,495.885706409812,2.203620610568468,406.5,497.5,405.6697998046875,497.2098693847656,406.5,497.5,False,0,,
138,TRACKED,0,1,15.0,1.5751708167933118,407.9556884765625,497.3377685546875,False,407.0,496.08564130961895,1.7321693061177361,408.0,497.5,407.9000244140625,497.1341247558594,408.0,497.5,False,0,,
139,TRACKED,0,1,15.0,1.832484868271089,409.60845947265625,497.3569641113281,False,408.0,496.47897839546204,1.8145206300654944,409.5,497.5,409.7445373535156,497.1775207519531,409.5,497.5,False,0,,
140,TRACKED,0,1,15.0,1.5913178506438315,411.4316101074219,497.3955993652344,False,410.0,496.70077204704285,1.699636820261341,411.5,497.5,411.3458251953125,497.2646179199219,411.5,497.5,False,0,,
141,TRACKED,0,1,15.0,2.1963994895342798,413.3675537109375,497.4347229003906,False,412.0,495.7160118818283,2.330796774877161,413.5,497.5,413.2014465332031,497.35284423828125,413.5,497.5,False,0,,
142,TRACKED,0,1,15.0,2.640759188094876,414.8106384277344,497.4658203125,False,413.0,495.5435306429863,2.4653138430904917,414.5,497.5,415.20025634765625,497.4229431152344,414.5,497.5,False,0,,
143,PREDICTED,1,0,15.0,2.2762693354906443,416.495849609375,497.47027587890625,False,415.0,495.75451481342316,,,,416.495849609375,497.47027587890625,,,False,0,,
144,TRACKED,0,1,16.0,2.333867737984369,418.4109191894531,497.4929504394531,False,417.0,495.63385236263275,2.394265441518831,418.5,497.5,418.1810607910156,497.4747314453125,418.5,497.5,False,0,,
145,TRACKED,0,1,15.0,2.0232728840700624,420.3667297363281,497.5013427734375,False,419.0,496.0094704627991,2.114634318568677,420.5,497.5,420.1708679199219,497.5033264160156,420.5,497.5,False,0,,
146,TRACKED,0,1,15.0,2.328997982603528,421.80426025390625,497.5048522949219,False,420.0,496.03214168548584,2.0987158053172306,421.5,497.5,422.1935729980469,497.51104736328125,421.5,497.5,False,0,,
147,TRACKED,0,1,15.0,1.9143684250592028,423.494873046875,497.50543212890625,False,422.0,496.30953872203827,1.914992964563128,423.5,497.5,423.48846435546875,497.51226806640625,423.5,497.5,False,0,,
148,TRACKED,0,1,15.0,2.4464508373774922,425.3590393066406,497.5045471191406,False,424.0,495.47030675411224,2.523817480009673,425.5,497.5,425.1815185546875,497.5102844238281,425.5,497.5,False,0,,
149,PREDICTED,1,0,15.0,2.882873238337366,427.1133117675781,497.5072021484375,False,425.0,495.54636776447296,,,,427.1133117675781,497.5072021484375,,,False,0,,
150,PREDICTED,2,0,16.0,2.864689650865111,428.8675842285156,497.5098571777344,False,427.0,495.33762884140015,,,,428.8675842285156,497.5098571777344,,,False,0,,
151,TRACKED,0,1,17.0,2.2347994992336684,429.69427490234375,496.67535400390625,False,428.0,495.21804094314575,1.9731748588127291,429.5,496.5,430.6218566894531,497.51251220703125,429.5,496.5,False,0,,
152,TRACKED,0,1,15.0,2.001357392888868,431.38031005859375,496.784423828125,False,430.0,495.3352255821228,2.2408645345978324,431.5,497.0,431.1932373046875,496.44757080078125,431.5,497.0,False,0,,
153,PREDICTED,1,0,15.0,2.959325640075579,432.9385986328125,496.66351318359375,False,431.0,494.42756962776184,,,,432.9385986328125,496.66351318359375,,,False,0,,
154,PREDICTED,2,0,16.0,2.4887546099684745,434.49688720703125,496.5426025390625,False,433.0,494.55432987213135,,,,434.49688720703125,496.5426025390625,,,False,0,,
155,TRACKED,0,1,17.0,1.9333252651762647,435.5964050292969,495.6600646972656,False,434.0,494.56954300403595,1.7651487816437583,435.5,495.5,436.05517578125,496.42169189453125,435.5,495.5,False,0,,
156,TRACKED,0,1,15.0,2.168860694620865,437.31634521484375,495.1282958984375,False,436.0,493.40458130836487,2.1898312267430007,437.5,495.0,437.02838134765625,495.3294372558594,437.5,495.0,False,0,,
157,TRACKED,0,1,15.0,2.027928081743146,439.21197509765625,495.1651916503906,False,438.0,493.5392738580704,2.4686933798360293,439.5,495.5,438.8404541015625,494.7333068847656,439.5,495.5,False,0,,
158,TRACKED,0,1,15.0,2.283906018513031,440.6640625,495.2476806640625,False,439.0,493.68335247039795,2.3558879953871394,440.5,495.5,440.87188720703125,494.9280700683594,440.5,495.5,False,0,,
159,PREDICTED,1,0,15.0,2.1568060689042934,442.2444152832031,495.1329345703125,False,441.0,493.3713321685791,,,,442.2444152832031,495.1329345703125,,,False,0,,
160,TRACKED,0,1,16.0,1.9224631975986401,444.3145446777344,493.9169921875,False,443.0,492.51419603824615,1.7949399574942826,444.5,493.5,443.82476806640625,495.0181884765625,444.5,493.5,False,0,,
161,TRACKED,0,1,15.0,2.016901188238739,445.7236328125,493.775146484375,False,444.0,492.72777819633484,1.9668625568963978,445.5,494.0,446.05523681640625,493.4417419433594,445.5,494.0,False,0,,
162,TRACKED,0,1,15.0,2.0267326264150842,447.4347229003906,493.4623718261719,False,446.0,492.03086376190186,2.099609793769587,447.5,493.5,447.350830078125,493.41400146484375,447.5,493.5,False,0,,
163,TRACKED,0,1,15.0,1.6748794337677624,449.3194580078125,493.3310852050781,False,448.0,492.29945945739746,1.9212749918823175,449.5,493.5,449.0926513671875,493.1189270019531,449.5,493.5,False,0,,
164,TRACKED,0,1,15.0,1.6554795508854672,451.30670166015625,493.3088073730469,False,450.0,492.2923707962036,1.925712412034023,451.5,493.5,451.0632019042969,493.06793212890625,451.5,493.5,False,0,,
165,PREDICTED,1,1,15.0,2.7653285628847355,453.1431884765625,493.13739013671875,False,451.0,491.38988184928894,,,,453.1431884765625,493.13739013671875,,,False,0,,
166,PREDICTED,2,0,16.0,2.70758539997374,454.97967529296875,492.9659729003906,False,453.0,491.11883878707886,,,,454.97967529296875,492.9659729003906,,,False,0,,
167,TRACKED,0,1,17.0,2.3445750137195396,455.7279357910156,491.72418212890625,False,454.0,490.13948345184326,2.0250938935783513,455.5,491.5,456.816162109375,492.7945556640625,455.5,491.5,False,0,,
168,TRACKED,0,1,15.0,2.056948456404474,457.40826416015625,491.4056396484375,False,456.0,489.90636348724365,2.18853314683379,457.5,491.5,457.264892578125,491.2581481933594,457.5,491.5,False,0,,
169,TRACKED,0,1,15.0,2.113387552780793,459.2767639160156,490.9940490722656,False,458.0,489.3099229335785,2.2597257555827284,459.5,491.0,458.9906921386719,490.98638916015625,459.5,491.0,False,0,,
170,TRACKED,0,1,15.0,2.8714363073257787,460.98370361328125,489.97686767578125,False,459.0,487.9007977247238,2.5607514360531995,461.0,489.5,460.9631652832031,490.57757568359375,461.0,489.5,False,0,,
171,TRACKED,0,1,15.0,2.0396776573006026,462.2985534667969,489.4255065917969,False,461.0,487.8525972366333,1.9271574571757848,462.0,489.5,462.6779479980469,489.33087158203125,462.0,489.5,False,0,,
172,TRACKED,0,1,15.0,2.020707816532006,464.77239990234375,489.1988220214844,False,463.0,488.22832798957825,2.804843971077554,465.5,489.5,463.8471984863281,488.8158264160156,465.5,489.5,False,0,,
173,PREDICTED,1,0,15.0,2.293774322069729,466.6737365722656,488.7351379394531,False,465.0,487.16669714450836,,,,466.6737365722656,488.7351379394531,,,False,0,,
174,TRACKED,0,1,16.0,2.3378858065802306,467.79827880859375,488.7978820800781,False,466.0,487.3039264678955,2.2642140857934367,467.5,489.0,468.5750732421875,488.2714538574219,467.5,489.0,False,0,,
175,TRACKED,0,1,15.0,2.396961996531432,469.4786071777344,488.2043762207031,False,468.0,486.3178058862686,2.253836071295452,469.5,488.0,469.4471435546875,488.5052795410156,469.5,488.0,False,0,,
176,TRACKED,0,1,15.0,1.9140579959666773,471.3413391113281,487.6355285644531,False,470.0,486.2700881958008,1.9397636572811074,471.5,487.5,471.1382141113281,487.8090515136719,471.5,487.5,False,0,,
177,TRACKED,0,1,15.0,1.777224110421897,473.3116455078125,487.6347961425781,False,472.0,486.4355832338333,2.1673485687040364,473.5,488.0,473.0753479003906,487.1766662597656,473.5,488.0,False,0,,
178,TRACKED,0,1,15.0,1.8036132742140634,475.3385009765625,487.7120056152344,False,474.0,486.50310695171356,2.1191245357477846,475.5,488.0,475.1351013183594,487.3493347167969,475.5,488.0,False,0,,
179,TRACKED,0,1,15.0,2.029192456596373,477.3847961425781,487.2496643066406,False,476.0,485.7664375305176,1.9420804221544408,477.5,487.0,477.23944091796875,487.5647277832031,477.5,487.0,False,0,,
180,TRACKED,0,1,15.0,2.5896974018529,479.15087890625,487.2710876464844,False,477.0,485.8287795782089,2.60633414937754,479.0,487.5,479.3409729003906,486.9826354980469,479.0,487.5,False,0,,
181,TRACKED,0,1,15.0,2.042162195276925,480.73699951171875,487.3287353515625,False,479.0,486.2548363208771,1.9494698222355067,480.5,487.5,481.0350036621094,487.1134033203125,480.5,487.5,False,0,,
182,TRACKED,0,1,15.0,1.8522913705098234,482.2253723144531,487.3902893066406,False,481.0,486.00124430656433,1.8017404442943032,482.0,487.5,482.5083312988281,487.2525634765625,482.0,487.5,False,0,,
183,PREDICTED,1,0,15.0,2.369061915743943,483.8896179199219,487.3662414550781,False,483.0,485.1705560684204,,,,483.8896179199219,487.3662414550781,,,False,0,,
184,PREDICTED,2,0,16.0,2.4597756809927285,485.5538635253906,487.3421936035156,False,485.0,484.9455852508545,,,,485.5538635253906,487.3421936035156,,,False,0,,
185,PREDICTED,3,1,17.0,2.034401809440612,487.2181091308594,487.3181457519531,False,487.0,485.2954695224762,,,,487.2181091308594,487.3181457519531,,,False,0,,
186,TRACKED,0,1,18.0,1.8587222940795083,489.87469482421875,485.701171875,False,489.0,484.0611238479614,1.7522455823614833,490.0,485.5,488.8823547363281,487.2940979003906,490.0,485.5,False,0,,
187,TRACKED,0,1,15.0,1.7252165765456262,491.91241455078125,485.4234313964844,False,491.0,483.95923471450806,1.8368335975196746,492.0,485.5,491.77294921875,485.3014831542969,492.0,485.5,False,0,,
188,TRACKED,0,2,15.0,1.7218069119786426,494.21649169921875,485.3075256347656,False,493.0,484.0890154838562,2.059339045615741,494.5,485.5,493.8529357910156,485.0606689453125,494.5,485.5,False,0,,
189,PREDICTED,1,0,15.0,2.2607396980601617,496.29010009765625,485.03515625,False,495.0,483.17865800857544,,,,496.29010009765625,485.03515625,,,False,0,,
190,TRACKED,0,12,16.0,2.2228690297261773,498.4627380371094,485.29840087890625,False,497.0,483.62461948394775,2.401468733918555,498.5,485.5,498.36370849609375,484.7627868652344,498.5,485.5,False,0,,
191,PREDICTED,1,4,15.0,2.3932486557927968,500.5691223144531,485.2032775878906,False,499.0,483.3962097167969,,,,500.5691223144531,485.2032775878906,,,False,0,,
192,TRACKED,0,7,16.0,2.3789092623129795,502.9171142578125,483.9107971191406,False,501.0,482.50229358673096,2.2350431957969357,503.0,483.5,502.6755065917969,485.108154296875,503.0,483.5,False,0,,
193,PREDICTED,1,7,15.0,2.2495953381524063,505.0973815917969,483.4495849609375,False,503.0,482.6361541748047,,,,505.0973815917969,483.4495849609375,,,False,0,,
194,TRACKED,0,5,16.0,2.258559750641249,507.0717468261719,483.3677978515625,False,505.0,482.46837735176086,2.250387808436565,507.0,483.5,507.27764892578125,482.9883728027344,507.0,483.5,False,0,,
195,PREDICTED,1,0,15.0,3.082207898453048,509.18939208984375,483.02197265625,False,507.0,480.85251009464264,,,,509.18939208984375,483.02197265625,,,False,0,,
196,PREDICTED,2,0,16.0,2.998049425030846,511.3070373535156,482.6761474609375,False,509.0,480.76149892807007,,,,511.3070373535156,482.6761474609375,,,False,0,,
197,PREDICTED,3,0,17.0,2.8506742403066,513.4246826171875,482.330322265625,False,511.0,480.83123660087585,,,,513.4246826171875,482.330322265625,,,False,0,,
198,TRACKED,0,1,18.0,2.5430560919196266,515.0576782226562,481.551513671875,False,513.0,480.0571594238281,2.466128327611519,515.0,481.5,515.5423583984375,481.9844970703125,515.0,481.5,False,0,,
199,TRACKED,0,1,15.0,2.023309272782202,516.71728515625,481.348388671875,False,515.0,480.2784764766693,1.9344559230052825,516.5,481.5,517.0641479492188,481.1063537597656,516.5,481.5,False,0,,
200,PREDICTED,1,0,15.0,2.518640983621522,518.6182861328125,480.9768371582031,False,517.0,479.04688835144043,,,,518.6182861328125,480.9768371582031,,,False,0,,
201,PREDICTED,2,0,16.0,2.237020203041263,520.519287109375,480.60528564453125,False,519.0,478.9633276462555,,,,520.519287109375,480.60528564453125,,,False,0,,
202,PREDICTED,3,0,17.0,1.6748861600759593,522.4202880859375,480.2337341308594,False,521.0,479.3460261821747,,,,522.4202880859375,480.2337341308594,,,False,0,,
203,PREDICTED,4,0,18.0,1.9285394224001677,524.3212890625,479.8621826171875,False,523.0,478.4573838710785,,,,524.3212890625,479.8621826171875,,,False,0,,
204,PREDICTED,5,0,19.0,1.6103368700563598,526.2222900390625,479.4906311035156,False,525.0,478.44220757484436,,,,526.2222900390625,479.4906311035156,,,False,0,,
205,PREDICTED,6,0,20.0,1.193428730441122,528.123291015625,479.11907958984375,False,527.0,478.7159798145294,,,,528.123291015625,479.11907958984375,,,False,0,,
206,TRACKED,0,1,21.0,2.1910103033507786,530.4827880859375,479.4727478027344,False,529.0,477.85971784591675,2.222729300883037,530.5,479.5,530.0242919921875,478.7475280761719,530.5,479.5,False,0,,
207,TRACKED,0,1,15.0,2.0460688692261026,532.1759033203125,479.3919982910156,False,531.0,477.71758818626404,2.043769036301686,532.0,479.5,532.4581298828125,479.21875,532.0,479.5,False,0,,
208,TRACKED,0,1,15.0,2.196402354926587,534.31396484375,479.3659973144531,False,533.0,477.60597467422485,2.4160571050117277,534.5,479.5,534.0682373046875,479.18896484375,534.5,479.5,False,0,,
209,TRACKED,0,1,15.0,2.0222790472726824,536.9876708984375,478.2400817871094,False,536.0,476.4753952026367,1.8165392896328587,537.5,477.5,536.3013916015625,479.2314758300781,537.5,477.5,False,0,,
210,TRACKED,0,1,15.0,1.938752042393309,539.3933715820312,477.5887756347656,False,538.0,476.2407121658325,1.9585213425649013,539.5,477.5,539.2506103515625,477.7076110839844,539.5,477.5,False,0,,
211,TRACKED,0,1,15.0,1.953056610761804,541.5918579101562,477.2877197265625,False,540.0,476.15616393089294,2.013925366202309,541.5,477.5,541.712158203125,477.0097961425781,541.5,477.5,False,0,,
212,TRACKED,0,1,15.0,2.124310012855916,543.6598510742188,477.19970703125,False,542.0,475.8739666938782,2.2122351395404323,543.5,477.5,543.8646240234375,476.81500244140625,543.5,477.5,False,0,,
213,TRACKED,0,1,15.0,2.4150333173063685,545.6568603515625,476.9437255859375,False,544.0,475.18668270111084,2.3533209782030755,545.5,477.0,545.8551635742188,476.8725891113281,545.5,477.0,False,0,,
214,TRACKED,0,1,15.0,2.2885275581919156,547.622802734375,476.842041015625,False,546.0,475.2283899784088,2.3213362678858753,547.5,477.0,547.7772216796875,476.6434631347656,547.5,477.0,False,0,,
215,TRACKED,0,1,15.0,2.1925554558351266,549.5819702148438,476.830078125,False,548.0,475.31196427345276,2.258199418585496,549.5,477.0,549.684814453125,476.6168518066406,549.5,477.0,False,0,,
216,TRACKED,0,1,15.0,2.1564164625795064,551.5465698242188,476.86053466796875,False,550.0,475.3577859401703,2.2241553494084862,551.5,477.0,551.6050415039062,476.6855773925781,551.5,477.0,False,0,,
217,TRACKED,0,1,15.0,2.1699985320331097,553.5211181640625,476.6252136230469,False,552.0,475.0776047706604,2.06717396182519,553.5,476.5,553.5475463867188,476.7822570800781,553.5,476.5,False,0,,
218,PREDICTED,1,0,15.0,2.064953206963442,555.5120849609375,476.48748779296875,False,555.0,474.4870376586914,,,,555.5120849609375,476.48748779296875,,,False,0,,
219,PREDICTED,2,0,16.0,1.7975971450893438,557.5030517578125,476.3497619628906,False,557.0,474.6239883899689,,,,557.5030517578125,476.3497619628906,,,False,0,,
220,PREDICTED,3,0,17.0,1.7366716235159705,559.4940185546875,476.2120361328125,False,559.0,474.54711151123047,,,,559.4940185546875,476.2120361328125,,,False,0,,
221,PREDICTED,4,0,18.0,1.222749041047504,561.4849853515625,476.0743103027344,False,561.0,474.95185565948486,,,,561.4849853515625,476.0743103027344,,,False,0,,
222,PREDICTED,5,0,19.0,1.2188442597700793,563.4759521484375,475.93658447265625,False,563.0,474.8145101070404,,,,563.4759521484375,475.93658447265625,,,False,0,,
223,TRACKED,0,1,20.0,2.4649515123945456,566.9200439453125,475.5155944824219,False,565.0,473.96982049942017,2.5182234420310583,567.0,475.5,565.4669189453125,475.7988586425781,567.0,475.5,False,0,,
224,TRACKED,0,1,15.0,2.510146562616971,568.75927734375,475.4333190917969,False,567.0,473.64285016059875,2.3872589985144197,568.5,475.5,569.174560546875,475.32647705078125,568.5,475.5,False,0,,
225,PREDICTED,1,0,15.0,2.7698961396795325,570.89208984375,475.2755126953125,False,569.0,473.25256419181824,,,,570.89208984375,475.2755126953125,,,False,0,,
226,PREDICTED,2,0,16.0,2.648676900930762,573.02490234375,475.1177062988281,False,571.0,473.4102931022644,,,,573.02490234375,475.1177062988281,,,False,0,,
227,TRACKED,0,1,17.0,1.7433353206113074,575.4434204101562,474.15863037109375,False,574.0,473.1810028553009,1.7090220370215456,575.5,474.0,575.15771484375,474.95989990234375,575.5,474.0,False,0,,
228,TRACKED,0,1,15.0,1.86591742886505,577.560302734375,473.91363525390625,False,576.0,472.8903546333313,1.8658276554305107,577.5,474.0,577.656494140625,473.7757568359375,577.5,474.0,False,0,,
229,TRACKED,0,1,15.0,2.0391039669170477,579.6052856445312,474.0982360839844,False,578.0,472.8408566713333,2.236684283724275,579.5,474.5,579.7423706054688,473.5751953125,579.5,474.5,False,0,,
230,TRACKED,0,1,15.0,2.1647513817599626,581.6044311523438,473.978515625,False,580.0,472.52526092529297,2.103534011721168,581.5,474.0,581.7371826171875,473.951171875,581.5,474.0,False,0,,
231,TRACKED,0,1,15.0,2.120506218828996,583.58154296875,473.9305419921875,False,582.0,472.5180022716522,2.1086292388250656,583.5,474.0,583.685546875,473.8418884277344,583.5,474.0,False,0,,
232,TRACKED,0,1,15.0,2.0844909021607805,585.5540161132812,473.6442565917969,False,584.0,472.25496315956116,1.9493888103838948,585.5,473.5,585.6227416992188,473.82794189453125,585.5,473.5,False,0,,
233,TRACKED,0,1,15.0,1.8251774682084594,587.5304565429688,474.3255310058594,False,586.0,473.33105850219727,2.243962059190849,587.5,475.0,587.5690307617188,473.4716796875,587.5,475.0,False,0,,
234,TRACKED,0,1,15.0,1.9856491306965205,589.5136108398438,474.7684020996094,False,588.0,473.48318433761597,2.133243950806732,589.5,475.0,589.5308227539062,474.4766540527344,589.5,475.0,False,0,,
235,TRACKED,0,1,15.0,2.182975158942441,591.5032958984375,475.2916564941406,False,590.0,473.70878505706787,2.336332804157693,591.5,475.5,591.5074462890625,475.0299072265625,591.5,475.5,False,0,,
236,PREDICTED,1,0,15.0,2.281626063158256,593.49560546875,475.6521911621094,False,593.0,473.4250421524048,,,,593.49560546875,475.6521911621094,,,False,0,,
237,TRACKED,0,1,16.0,2.4026449898004048,596.2174072265625,475.6431579589844,False,595.0,473.5717761516571,2.442958699879776,596.5,475.5,595.4879150390625,476.0127258300781,596.5,475.5,False,0,,
238,TRACKED,0,1,15.0,2.2194504253517797,598.4784545898438,475.65533447265625,False,597.0,474.0,2.1213203435596424,598.5,475.5,598.4468383789062,475.8835754394531,598.5,475.5,False,0,,
239,TRACKED,0,1,15.0,2.1426676542439895,600.3152465820312,475.639404296875,False,599.0,473.94791054725647,1.8463427821825804,600.0,475.5,600.7186889648438,475.8177795410156,600.0,475.5,False,0,,
240,PREDICTED,1,0,15.0,2.2571995908525624,602.4076538085938,475.73651123046875,True,601.0,473.97201108932495,,,,602.4076538085938,475.73651123046875,,,False,0,,
241,PREDICTED,2,0,16.0,2.533826252716451,604.5000610351562,475.8336181640625,True,603.0,473.79153776168823,,,,604.5000610351562,475.8336181640625,,,False,0,,
242,PREDICTED,3,0,17.0,2.833597658523207,606.5924682617188,475.93072509765625,True,605.0,473.5869417190552,,,,606.5924682617188,475.93072509765625,,,False,0,,
243,PREDICTED,4,0,18.0,2.3621660757464227,608.6848754882812,476.02783203125,True,608.0,473.7671298980713,,,,608.6848754882812,476.02783203125,,,False,0,,
244,PREDICTED,5,0,19.0,2.2626387301348174,610.7772827148438,476.12493896484375,True,610.0,474.0,,,,610.7772827148438,476.12493896484375,,,False,0,,
245,PREDICTED,6,0,20.0,2.5828953434367277,612.8696899414062,476.2220458984375,True,612.0,473.78997111320496,,,,612.8696899414062,476.2220458984375,,,False,0,,
246,PREDICTED,7,0,21.0,2.645837209126546,614.9620971679688,476.31915283203125,True,614.0,473.8544371128082,,,,614.9620971679688,476.31915283203125,,,False,0,,
247,PREDICTED,8,0,22.0,2.837641073811411,617.0545043945312,476.416259765625,True,616.0,473.7818286418915,,,,617.0545043945312,476.416259765625,,,False,0,,
248,PREDICTED,9,0,23.0,1.6956842588846495,619.1469116210938,476.51336669921875,True,619.0,474.82405853271484,,,,619.1469116210938,476.51336669921875,,,False,0,,
249,PREDICTED,10,0,24.0,1.8493904099951972,621.2393188476562,476.6104736328125,True,621.0,474.7766330242157,,,,621.2393188476562,476.6104736328125,,,False,0,,
250,PREDICTED,11,0,25.0,1.9096452778255486,623.3317260742188,476.70758056640625,True,623.0,474.8269681930542,,,,623.3317260742188,476.70758056640625,,,False,0,,
251,PREDICTED,12,0,26.0,1.8538570682465918,625.4241333007812,476.8046875,True,625.0,475.0,,,,625.4241333007812,476.8046875,,,False,0,,
252,PREDICTED,13,0,27.0,1.9622831419928246,627.5165405273438,476.90179443359375,True,628.0,475.0,,,,627.5165405273438,476.90179443359375,,,False,0,,
253,PREDICTED,14,0,28.0,2.0367936898269847,629.6089477539062,476.9989013671875,True,630.0,475.0,,,,629.6089477539062,476.9989013671875,,,False,0,,
254,PREDICTED,15,0,29.0,2.117177282287604,631.7013549804688,477.09600830078125,True,632.0,475.0,,,,631.7013549804688,477.09600830078125,,,False,0,,
255,PREDICTED,16,0,30.0,2.2027910610169843,633.7937622070312,477.193115234375,True,634.0,475.0,,,,633.7937622070312,477.193115234375,,,False,0,,
256,PREDICTED,17,0,31.0,2.7437268349225086,635.8861694335938,477.29022216796875,True,637.0,474.78274965286255,,,,635.8861694335938,477.29022216796875,,,False,0,,
257,PREDICTED,18,0,32.0,3.0091901832878283,637.9785766601562,477.3873291015625,True,639.0,474.5567955970764,,,,637.9785766601562,477.3873291015625,,,False,0,,
258,PREDICTED,19,0,33.0,3.0597773823845005,640.0709838867188,477.48443603515625,True,641.0,474.5691030025482,,,,640.0709838867188,477.48443603515625,,,False,0,,
259,PREDICTED,20,0,34.0,3.52544165196704,642.1633911132812,477.58154296875,True,644.0,474.5722894668579,,,,642.1633911132812,477.58154296875,,,False,0,,
260,PREDICTED,21,0,35.0,3.219532895054013,644.2557983398438,477.67864990234375,True,646.0,474.97251749038696,,,,644.2557983398438,477.67864990234375,,,False,0,,
261,PREDICTED,22,0,35.0,4.076656659933601,646.3482055664062,477.7757568359375,True,649.0,474.6794500350952,,,,646.3482055664062,477.7757568359375,,,False,0,,
262,PREDICTED,23,0,35.0,4.329247204253164,648.4406127929688,477.87286376953125,True,651.0,474.3811709880829,,,,648.4406127929688,477.87286376953125,,,False,0,,
263,PREDICTED,24,0,35.0,4.200339359094966,650.5330200195312,477.969970703125,True,653.0,474.5704324245453,,,,650.5330200195312,477.969970703125,,,False,0,,
264,PREDICTED,25,1,35.0,4.847262569998314,652.6254272460938,478.06707763671875,True,656.0,474.5873918533325,,,,652.6254272460938,478.06707763671875,,,False,0,,
265,PREDICTED,26,0,35.0,4.678191186879031,654.7178344726562,478.1641845703125,True,658.0,474.83058857917786,,,,654.7178344726562,478.1641845703125,,,False,0,,
266,PREDICTED,27,0,35.0,4.568560976916175,656.8102416992188,478.26129150390625,True,660.0,474.99063539505005,,,,656.8102416992188,478.26129150390625,,,False,0,,
267,PREDICTED,28,0,35.0,4.568634778789664,658.9026489257812,478.3583984375,True,662.0,475.0,,,,658.9026489257812,478.3583984375,,,False,0,,
268,PREDICTED,29,0,35.0,5.289621214466817,660.9950561523438,478.45550537109375,True,665.0,475.0,,,,660.9950561523438,478.45550537109375,,,False,0,,
269,PREDICTED,30,0,35.0,5.4927404585097666,663.0874633789062,478.5526123046875,True,667.0,474.6974527835846,,,,663.0874633789062,478.5526123046875,,,False,0,,
270,PREDICTED,31,0,35.0,6.232876620092163,665.1798706054688,478.64971923828125,True,670.0,474.69812417030334,,,,665.1798706054688,478.64971923828125,,,False,0,,
271,PREDICTED,32,0,35.0,6.149546109317806,667.2722778320312,478.746826171875,True,672.0,474.8141984939575,,,,667.2722778320312,478.746826171875,,,False,0,,
272,PREDICTED,33,0,35.0,6.821480499726959,669.3646850585938,478.84393310546875,True,675.0,475.0,,,,669.3646850585938,478.84393310546875,,,False,0,,
273,PREDICTED,34,0,35.0,6.950023623106718,671.4570922851562,478.9410400390625,True,677.0,474.7483079433441,,,,671.4570922851562,478.9410400390625,,,False,0,,
274,PREDICTED,35,0,35.0,6.9189101701109195,673.5494995117188,479.03814697265625,True,679.0,474.7762973308563,,,,673.5494995117188,479.03814697265625,,,False,0,,
275,PREDICTED,36,0,35.0,7.74598000097904,675.6419067382812,479.13525390625,True,682.0,474.710905790329,,,,675.6419067382812,479.13525390625,,,False,0,,
276,PREDICTED,37,0,35.0,7.594636393082862,677.7343139648438,479.23236083984375,True,684.0,474.94054532051086,,,,677.7343139648438,479.23236083984375,,,False,0,,
277,PREDICTED,38,0,35.0,7.589383599564133,679.8267211914062,479.3294677734375,True,686.0,474.91479086875916,,,,679.8267211914062,479.3294677734375,,,False,0,,
278,PREDICTED,39,0,35.0,8.442127791721948,681.9191284179688,479.42657470703125,True,689.0,474.8297519683838,,,,681.9191284179688,479.42657470703125,,,False,0,,
279,PREDICTED,40,0,35.0,8.452872426864205,684.0115356445312,479.523681640625,True,691.0,474.76842999458313,,,,684.0115356445312,479.523681640625,,,False,0,,
280,PREDICTED,41,0,35.0,7.802487392824947,686.1039428710938,479.62078857421875,True,693.0,475.9706919193268,,,,686.1039428710938,479.62078857421875,,,False,0,,
281,PREDICTED,42,0,35.0,7.787208851113996,688.1963500976562,479.7178955078125,True,695.0,475.9296281337738,,,,688.1963500976562,479.7178955078125,,,False,0,,
282,PREDICTED,43,2,35.0,8.60334279409612,690.2887573242188,479.81500244140625,True,698.0,476.0,,,,690.2887573242188,479.81500244140625,,,False,0,,
